long,lat,"siruta","name","judet"
23.718407610440092,46.799513169831286,55767,"Sub Coastă","CJ"
23.491026651784061,46.982556250853591,55785,"Așchileu Mare","CJ"
23.436173437827915,46.984885172096405,55794,"Așchileu Mic","CJ"
23.461708341444854,46.964515682651445,55801,"Cristorel","CJ"
23.502519047892669,47.01334269759338,55810,"Dorna","CJ"
23.523936524857767,46.978159167849569,55829,"Fodora","CJ"
23.519554548779716,46.796247136409526,55847,"Baciu","CJ"
23.499257259614673,46.845149927843444,55856,"Corușu","CJ"
23.45244813026671,46.814963043196578,55865,"Mera","CJ"
23.533530169217926,46.824076963820154,55874,"Popești","CJ"
23.462745141267497,46.801252756900638,55883,"Rădaia","CJ"
23.490300688952491,46.872935674639493,55892,"Săliștea Nouă","CJ"
23.463507452080922,46.784031395573606,55909,"Suceagu","CJ"
23.460748877813984,46.577866504310272,55927,"Băișoara","CJ"
23.383428225235157,46.615319606216815,55936,"Frăsinet","CJ"
23.429734541098277,46.600375688176811,55945,"Moara de Pădure","CJ"
23.34664005027668,46.560137444616529,55954,"Muntele Băișorii","CJ"
23.340057103935735,46.573711856089695,55963,"Muntele Bocului","CJ"
23.333570814209232,46.533077760696408,55972,"Muntele Cacovei","CJ"
23.392302522451736,46.584920273432715,55981,"Muntele Filii","CJ"
23.385513782097263,46.600437992407841,55990,"Muntele Săcelului","CJ"
23.455073942918997,46.60133996040647,56005,"Săcel","CJ"
23.029969250036419,46.682383834761701,56023,"Beliș","CJ"
23.000726103173552,46.673978082561192,56032,"Bălcești","CJ"
22.930292004147621,46.673749169407337,56041,"Dealu Botii","CJ"
22.986851871995189,46.655647755413632,56050,"Giurcuța de Jos","CJ"
22.917077680864679,46.645945788347554,56069,"Giurcuța de Sus","CJ"
22.910071882258475,46.591075292368593,56078,"Poiana Horea","CJ"
22.878772133760403,46.642374721327926,56087,"Smida","CJ"
23.643001136045523,47.143568201898887,56103,"Bobîlna","CJ"
23.579577611096248,47.111937226201952,56112,"Antăș","CJ"
23.697856390406503,47.126700060884694,56121,"Băbdiu","CJ"
23.565669065841611,47.106178185008581,56130,"Blidărești","CJ"
23.724234262045307,47.146166660405491,56149,"Cremenea","CJ"
23.725378069399877,47.15020987946,56158,"Maia","CJ"
23.603126293222939,47.125225089665719,56167,"Oșorhel","CJ"
23.608021671946172,47.162252896924251,56176,"Pruni","CJ"
23.69910576634355,47.147551044143178,56185,"Răzbuneni","CJ"
23.70980614679403,47.135777038505125,56194,"Suarăș","CJ"
23.594415509010592,47.106441462002671,56201,"Vîlcelele","CJ"
23.814106436324067,46.911848054727798,56229,"Bonțida","CJ"
23.895602192752342,46.885485007604991,56238,"Coasta","CJ"
23.766998732461527,46.905406618855402,56247,"Răscruci","CJ"
