id,"cod_jud","denumire_uat","nr_sv","sediu",lat,long,"adresa"
16742,"VS","Vaslui","VS63","Şcoala gimnazială",46.6446175200,27.6836197800,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Constantin Brâncoveanu"
16743,"VL","Otetelişu","VL124","Şcoala primară Otetelişu",44.6384056000,23.9583292000,"UAT: ORAŞ BĂLCEŞTI, Localitate: OTETELIŞU"
16744,"VL","Igoiu","VL156","ŞCOALA GIMNAZIALĂ, COMUNA ALUNU, SAT IGOIU",45.0349565200,23.8148621100,"UAT: ALUNU, Localitate: IGOIU"
16745,"VL","Bodeşti","VL162","Fosta Şcoală cu clasele I-IV Bodeşti",45.1418137000,24.1139014100,"UAT: BĂRBĂTEŞTI, Localitate: BODEŞTI"
16746,"TM","Timişoara","TM144","S.C. Drumuri Municipale Timişoara  S.A.",45.7173213000,21.2043128100,"UAT: MUNICIPIUL TIMIŞOARA, Localitate: TIMIŞOARA, Artera: Strada Eternităţii, Nr: 45"
16747,"VS","Vaslui","VS66","Liceul Ştefan Procopiu",46.6428395000,27.7183490800,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Castanilor, Nr: 3"
16748,"VS","Vaslui","VS68","Grădiniţa cu program normal nr. 22",46.6230742000,27.6976330200,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Metalurgiei"
16749,"VS","Vaslui","VS20","ROMSILVA - RA - filiala Vaslui",46.6489232000,27.7300924800,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Veteran Ţurcanu, Nr: 61"
16750,"VS","Vaslui","VS29","Liceul cu program sportiv",46.6471063500,27.7378556400,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Ştefan cel Mare, Nr: 193"
16751,"VS","Vaslui","VS30","Gradinita cu program prelungit nr. 6",46.6473716000,27.7363320100,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Dimitrie Bolintineanu, Nr: 1"
16752,"VS","Vaslui","VS31","Gradinita cu program prelungit nr.17",46.6442852200,27.7280163900,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Nr: 1"
16753,"VS","Vaslui","VS32","Şcoala gimnazială „Stefan cel Mare,",46.6428032600,27.7338569300,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Mareşal Constantin Prezan (Bulevardul Primăverii), Nr: 2"
16754,"SB","Mediaş","SB136","Casa de Oaspeti",46.1583642100,24.3463087200,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Cuza Vodă, Nr: 2"
16755,"SB","Mediaş","SB137","Colegiul tehnic Mediensis",46.1535201600,24.3419001700,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Sticlei, Nr: 9"
16756,"SB","Mediaş","SB115","Centru şcolar de educaţie incluzivă Mediaş",46.1677380000,24.3301440000,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Piscului, Nr: 8"
16757,"SB","Mediaş","SB119","Şcoala Gimnazială nr.7",46.1670980000,24.3352670000,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada 1 Decembrie, Nr: 34"
16758,"SB","Mediaş","SB125","Şcoala Gimnazială nr.4",46.1615220000,24.3485840000,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Stephan Ludwig Roth, Nr: 21"
16759,"SB","Mediaş","SB131","Şcoala Gimnazială George Popa",46.1570790000,24.3590630000,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Avram Iancu, Nr: 42"
16760,"SB","Mediaş","SB135","Colegiul Şcoala Naţională de Gaz",46.1569830000,24.3541250000,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Metanului, Nr: 1"
16761,"SB","Mediaş","SB144","Şcoala Gimnazială Constantin Ioan Motaş",46.1506940000,24.3329090000,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Sebeşului, Nr: 3"
16762,"SB","Mediaş","SB146","Universitatea Lucian Blaga",46.1458163500,24.3306752500,"UAT: MUNICIPIUL MEDIAŞ, Localitate: MEDIAŞ, Artera: Strada Lotru, Nr: fn"
16763,"SB","Ighişu Nou","SB148","Şcoala Gimnazială",46.1551110000,24.3437350000,"UAT: MUNICIPIUL MEDIAŞ, Localitate: IGHIŞU NOU, Artera: Strada Şcolii, Nr: 44-46"
16764,"SB","Alţina","SB219","Sediu Primaria",45.9283548800,24.4626823400,"UAT: ALŢINA, Localitate: ALŢINA"
16765,"SB","Beneşti","SB220","Fost sediu CAP",45.9559334000,24.5005520100,"UAT: ALŢINA, Localitate: BENEŞTI"
16766,"SB","Ghijasa De Sus","SB221","Fost sediu CAP",45.9788368300,24.4176846700,"UAT: ALŢINA, Localitate: GHIJASA DE SUS"
16767,"SB","Agnita","SB149","Şcoala Gimnazială G.D.Teutsch",45.9752678200,24.6139429100,"UAT: ORAŞ AGNITA, Localitate: AGNITA, Artera: Strada Mihai Viteazu, Nr: 83"
16768,"SB","Agnita","SB151","Grădiniţa cu Program Prelungit",45.9778498000,24.6166677100,"UAT: ORAŞ AGNITA, Localitate: AGNITA, Artera: Strada Fabricii, Nr: 44"
16769,"SB","Agnita","SB150","Şcoala Gimnazială G.D.Teutsch",45.9733420300,24.6233951300,"UAT: ORAŞ AGNITA, Localitate: AGNITA, Artera: Piaţa G. D. Teutsch, Nr: 1"
16770,"SB","Agnita","SB153","Colegiul Tehnic A.T. Laurean",45.9749921100,24.6287502500,"UAT: ORAŞ AGNITA, Localitate: AGNITA, Artera: Strada Şcolii, Nr: 2"
16771,"SB","Agnita","SB152","Casa Seniorilor",45.9754614200,24.6201803600,"UAT: ORAŞ AGNITA, Localitate: AGNITA, Artera: Strada Mihai Viteazu, Nr: 9"
16772,"B4","Bucureşti Sectorul 4","B4727","Şcoala Gimnazială G-ral Eremia Grigorescu",44.3809658400,26.1367281400,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Cpt. Eremia Popescu, Nr: 27"
16773,"B4","Bucureşti Sectorul 4","B4728","Şcoala Gimnazială G-ral Eremia Grigorescu",44.3809658400,26.1367281400,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Cpt. Eremia Popescu, Nr: 27"
16774,"B4","Bucureşti Sectorul 4","B4716","Şcoala Gimnazială nr. 133",44.3881857500,26.1293551200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Stânjeneilor (Strada Stînjeneilor), Nr: 3"
16775,"B4","Bucureşti Sectorul 4","B4717","Şcoala Gimnazială nr. 133",44.3881857500,26.1293551200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Stânjeneilor (Strada Stînjeneilor), Nr: 3"
16776,"B4","Bucureşti Sectorul 4","B4718","Şcoala Gimnazială nr. 133",44.3881857500,26.1293551200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Stânjeneilor (Strada Stînjeneilor), Nr: 3"
16777,"B4","Bucureşti Sectorul 4","B4719","Şcoala Gimnazială nr. 133",44.3881857500,26.1293551200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Stânjeneilor (Strada Stînjeneilor), Nr: 3"
16778,"B4","Bucureşti Sectorul 4","B4720","Şcoala Gimnazială nr. 133",44.3881857500,26.1293551200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Stânjeneilor (Strada Stînjeneilor), Nr: 3"
16779,"B4","Bucureşti Sectorul 4","B4721","Şcoala Gimnazială nr. 133",44.3881857500,26.1293551200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Stânjeneilor (Strada Stînjeneilor), Nr: 3"
16780,"B4","Bucureşti Sectorul 4","B4729","Şcoala Gimnazială nr. 113",44.3910173800,26.1247740500,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Parincia, Nr: 4"
16781,"B4","Bucureşti Sectorul 4","B4730","Şcoala Gimnazială nr. 113",44.3910173800,26.1247740500,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Parincia, Nr: 4"
16782,"B4","Bucureşti Sectorul 4","B4731","Şcoala Gimnazială nr. 113",44.3910173800,26.1247740500,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Parincia, Nr: 4"
16783,"B4","Bucureşti Sectorul 4","B4732","Şcoala Gimnazială nr. 113",44.3910173800,26.1247740500,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Parincia, Nr: 4"
16784,"B4","Bucureşti Sectorul 4","B4733","Şcoala Gimnazială nr. 113",44.3910173800,26.1247740500,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Parincia, Nr: 4"
16785,"MS","Feleag","MS555","ŞCOALA PRIMARĂ FELEAG",46.2405166700,25.0115661500,"UAT: VÂNĂTORI, Localitate: FELEAG, Nr: 175"
16786,"MS","Mureni","MS556","ŞCOALA PRIMARĂ MURENI",46.2306556800,24.9919846800,"UAT: VÂNĂTORI, Localitate: MURENI, Nr: 48"
16787,"MS","ŞOard","MS557","ŞCOALA PRIMARĂ ŞOARD",46.2625123300,24.9255334900,"UAT: VÂNĂTORI, Localitate: ŞOARD, Nr: 13"
16788,"MS","Veţca","MS558","Școala Gimnazială Vețca",46.3528399500,24.7888187800,"UAT: VEŢCA, Localitate: VEŢCA, Nr: 212"
16789,"MS","Jacodu","MS559","Căminul Cultural Jacodu",46.3272332700,24.8308709200,"UAT: VEŢCA, Localitate: JACODU, Nr: 189"
16790,"MS","Viişoara","MS560","Primăria Viişoara",46.2904818500,24.6022142000,"UAT: VIIŞOARA, Localitate: VIIŞOARA, Nr: 111"
16791,"MS","Ormeniş","MS562","Căminul Cultural Ormeniş",46.3276414100,24.5450060000,"UAT: VIIŞOARA, Localitate: ORMENIŞ, Nr: 140"
16792,"MS","Sântioana","MS561","Căminul Cultural Sîntioana",46.2853227000,24.5466944100,"UAT: VIIŞOARA, Localitate: SÂNTIOANA, Nr: 140"
16793,"MS","Voivodeni","MS563","Școala Gimnazială Voivodeni",46.7011665600,24.6261191100,"UAT: VOIVODENI, Localitate: VOIVODENI, Nr: 90"
16794,"MS","Toldal","MS564","Căminul Cultural Toldal",46.7049796500,24.5811051400,"UAT: VOIVODENI, Localitate: TOLDAL, Nr: 50"
16795,"MS","Zagăr","MS565","PRIMARIA ZAGAR",46.3497695500,24.6135169400,"UAT: ZAGĂR, Localitate: ZAGĂR, Nr: 266"
16796,"MS","Zau De Câmpie","MS566","ȘCOALA PRIMARĂ CLASELE 0-IV ZAU DE CÎMPIE",46.6157686100,24.1250254900,"UAT: ZAU DE CÂMPIE, Localitate: ZAU DE CÂMPIE, Artera: Strada Republicii, Nr: 27"
16797,"MS","Zau De Câmpie","MS567","ŞCOALA GIMNAZIALĂ ZAU DE CÎMPIE",46.6120365700,24.1285140400,"UAT: ZAU DE CÂMPIE, Localitate: ZAU DE CÂMPIE, Artera: Strada Republicii, Nr: 58"
16798,"MS","Bărboşi","MS568","ȘCOALA GIMNAZIALĂ BĂRBOȘI",46.5811951400,24.1783997600,"UAT: ZAU DE CÂMPIE, Localitate: BĂRBOŞI, Nr: 90"
16799,"NT","Piatra-Neamţ","NT16","Grădinița cuplată cu creşă nr.5",46.9390589800,26.3824164900,"UAT: MUNICIPIUL PIATRA-NEAMŢ, Localitate: PIATRA-NEAMŢ, Artera: Strada Dărmăneşti, Nr: 42"
16800,"NT","Certieni","NT169","Fosta Școală Primară CERTIENI",46.9776342500,26.6626394800,"UAT: BÂRGĂUANI, Localitate: CERTIENI"
16801,"NT","Hârtop","NT170","Căminul Cultural HÎRTOP",46.9497987400,26.6062244900,"UAT: BÂRGĂUANI, Localitate: HÂRTOP"
16802,"NT","Talpa","NT172","Școala Primară TALPA",47.0331801700,26.6479693700,"UAT: BÂRGĂUANI, Localitate: TALPA"
16803,"NT","Vlădiceni","NT173","Fosta Școală Primară VLĂDICENI",46.9315480200,26.6759359400,"UAT: BÂRGĂUANI, Localitate: VLĂDICENI"
16804,"NT","Piatra-Neamţ","NT18","Grădinița cu program normal Ocol",46.9614917700,26.3776031300,"UAT: MUNICIPIUL PIATRA-NEAMŢ, Localitate: PIATRA-NEAMŢ, Artera: Strada Cetatea Neamţului, Nr: 34"
16805,"PH","Ploieşti","PH57","ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",44.9284721500,26.0494676700,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Făgăraş, Nr: 1"
16806,"PH","Ploieşti","PH58","ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",44.9284721500,26.0494676700,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Făgăraş, Nr: 1"
16807,"PH","Ploieşti","PH59","LICEUL TEHNOLOGIC 1 MAI",44.9175195700,26.0363059100,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Bulevardul Petrolului, Nr: 16"
16808,"PH","Ploieşti","PH60","LICEUL TEHNOLOGIC 1 MAI",44.9175195700,26.0363059100,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Bulevardul Petrolului, Nr: 16"
16809,"PH","Ploieşti","PH68","COLEGIUL DE ARTĂ CARMEN SYLVA",44.9299956700,26.0230440900,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Bobîlna, Nr: 44"
16810,"PH","Ploieşti","PH69","S.C.APA NOVA S.R.L.",44.9336897700,26.0254846600,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Bobîlna, Nr: 10"
16811,"PH","Ploieşti","PH71","COLEGIUL SPIRU HARET(FOST LICEUL DE CONSTRUCTII MASINI)",44.9270773300,26.0226148200,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Intrarea Constructorilor, Nr: 8"
16812,"PH","Ploieşti","PH21","OCOLUL SILVIC",44.9255754800,26.0116976100,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Eroilor, Nr: 58"
16813,"PH","Ploieşti","PH70","S.C.APA NOVA S.R.L.",44.9336897700,26.0254846600,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Rudului, Nr: 203"
16814,"PH","Ploieşti","PH72","ŞCOALA GIMNAZIALĂ FLORIN COMIŞEL",44.9284466400,26.0160998200,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Strada Jupiter, Nr: 6"
16815,"PH","Ploieşti","PH79","ŞCOALA GIMNAZIALĂ I. A. BASSARABESCU (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",44.9273353100,25.9955737200,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Aleea Strunga, Nr: 2"
16816,"PH","Ploieşti","PH80","ŞCOALA GIMNAZIALĂ I. A. BASSARABESCU (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",44.9273353100,25.9955737200,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Aleea Strunga, Nr: 2"
16817,"PH","Ploieşti","PH81","ŞCOALA GIMNAZIALĂ I. A. BASSARABESCU (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",44.9273353100,25.9955737200,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Aleea Strunga, Nr: 2"
16818,"PH","Ploieşti","PH82","DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",44.9341713300,25.9898742700,"UAT: MUNICIPIUL PLOIEŞTI, Localitate: PLOIEŞTI, Artera: Şoseaua Vestului, Nr: 14-16"
16819,"PH","Româneşti","PH320","Şcoala Gimnazială Româneşti",44.8599121200,26.0687744200,"UAT: BĂRCĂNEŞTI, Localitate: ROMÂNEŞTI, Nr: 96-97"
16820,"PH","Tătărani","PH321","Şcoala Gimnazială Tătărani",44.8980816200,26.0324986500,"UAT: BĂRCĂNEŞTI, Localitate: TĂTĂRANI, Nr: 26B"
16821,"VN","Câmpuri","VN123","ŞCOALA GIMNAZIALA CÎMPURI",46.0224373900,26.7715294700,"UAT: CÂMPURI, Localitate: CÂMPURI"
16822,"VN","Feteşti","VN125","SCOALA PRIMARA FETESTI",46.0449130800,26.7493747000,"UAT: CÂMPURI, Localitate: FETEŞTI"
16823,"VN","Rotileştii Mici","VN124","SCOALA GIMNAZIALA ROTILESTII MICI",46.0369046100,26.7450345500,"UAT: CÂMPURI, Localitate: ROTILEŞTII MICI"
16824,"VN","Mărăşeşti","VN73","SCOALA GIMNAZIALĂ ECATERINA TEODOROIU",45.8771161700,27.2297523100,"UAT: ORAŞ MĂRĂŞEŞTI, Localitate: MĂRĂŞEŞTI, Artera: Strada Siret (Strada Mareşal Ion Antonescu), Nr: 1"
16825,"VN","Mărăşeşti","VN76","Liceul Tehnologic EREMIA GRIGORESCU",45.8748803600,27.2190271500,"UAT: ORAŞ MĂRĂŞEŞTI, Localitate: MĂRĂŞEŞTI, Artera: Strada Republicii, Nr: 74"
16826,"VN","Mărăşeşti","VN77","LICEUL TEHNOLOGIC EREMIA GRIGORESCU",45.8748803600,27.2190271500,"UAT: ORAŞ MĂRĂŞEŞTI, Localitate: MĂRĂŞEŞTI, Artera: Strada Republicii, Nr: 74"
16827,"VN","Mărăşeşti","VN78","SCOALA GENERALA NR.2",45.8730015000,27.2187971600,"UAT: ORAŞ MĂRĂŞEŞTI, Localitate: MĂRĂŞEŞTI, Artera: Strada Garoafei"
16828,"VN","Mărăşeşti","VN79","STATIE CFR MARASESTI",45.8757485100,27.2147807800,"UAT: ORAŞ MĂRĂŞEŞTI, Localitate: MĂRĂŞEŞTI, Artera: Strada Doinei, Nr: 2"
16829,"VN","Odobeşti","VN84","BIBLIOTECA ORASENEASCA ANA GEORGESCU",45.7590635400,27.0666236000,"UAT: ORAŞ ODOBEŞTI, Localitate: ODOBEŞTI, Nr: 122"
16830,"VN","Odobeşti","VN85","LICEUL TEORETIC DUILIU ZAMFIRESCU ODOBESTI",45.7611008900,27.0680191300,"UAT: ORAŞ ODOBEŞTI, Localitate: ODOBEŞTI, Nr: 40"
16831,"VN","Panciu","VN90","CASA DE CULTURA A ORASULUI PANCIU",45.9073850000,27.0930410000,"UAT: ORAŞ PANCIU, Localitate: PANCIU, Artera: Bulevardul Independenţei (Bulevardul V. I. Lenin), Nr: 10"
16832,"VN","Panciu","VN91","Liceul Tehnologic Alexandru Ioan Cuza Panciu",45.9067850000,27.0900050000,"UAT: ORAŞ PANCIU, Localitate: PANCIU, Artera: Strada Nicolae Titulescu (Strada Mareşal Ion Antonescu), Nr: 72"
16833,"VN","Panciu","VN92","FOSTUL SEDIU BANCPOST",45.9086713000,27.0871821100,"UAT: ORAŞ PANCIU, Localitate: PANCIU, Artera: Strada Nicolae Titulescu (Strada Mareşal Ion Antonescu), Nr: 86"
16834,"VN","Panciu","VN93","SPITALUL ORASENESC",45.9093462400,27.0863809000,"UAT: ORAŞ PANCIU, Localitate: PANCIU, Artera: Strada Nicolae Titulescu (Strada Mareşal Ion Antonescu), Nr: 99"
16835,"VN","Crucea De Jos","VN95","CLUBUL DE SOCIALIZARE CRUCEA DE JOS",45.8948506200,27.1004565700,"UAT: ORAŞ PANCIU, Localitate: CRUCEA DE JOS, Nr: 11"
16836,"VN","Crucea De Sus","VN97","Școala Generală Crucea de Sus",45.9173661500,27.0819576200,"UAT: ORAŞ PANCIU, Localitate: CRUCEA DE SUS, Nr: 10"
16837,"VN","Andreiaşu De Jos","VN99","ȘCOALA GIMNAZIALĂ ANDREIAȘU DE JOS",45.7571154000,26.8339162400,"UAT: ANDREIAŞU DE JOS, Localitate: ANDREIAŞU DE JOS"
16838,"B6","Bucureşti Sectorul 6","B61098","COLEGIUL NAŢIONAL ELENA CUZA",44.4176801900,26.0248474200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Peştera Scărişoara, Nr: 1"
16839,"B6","Bucureşti Sectorul 6","B61099","COLEGIUL NAŢIONAL ELENA CUZA",44.4176801900,26.0248474200,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Peştera Scărişoara, Nr: 1"
16840,"B6","Bucureşti Sectorul 6","B61100","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16841,"B6","Bucureşti Sectorul 6","B61101","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16842,"B6","Bucureşti Sectorul 6","B61102","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16843,"B6","Bucureşti Sectorul 6","B61103","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16844,"B6","Bucureşti Sectorul 6","B61104","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16845,"B6","Bucureşti Sectorul 6","B61105","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16846,"B6","Bucureşti Sectorul 6","B61106","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16847,"B6","Bucureşti Sectorul 6","B61107","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16848,"B6","Bucureşti Sectorul 6","B61108","LICEUL TEORETIC EUGEN LOVINESCU",44.4155361400,26.0280398900,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6"
16849,"B6","Bucureşti Sectorul 6","B61110","ŞCOALA GIMNAZIALĂ NR.279",44.4131319100,26.0234459700,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Prelungirea Ghencea, Nr: 24"
16850,"B6","Bucureşti Sectorul 6","B61111","ŞCOALA GIMNAZIALĂ NR.279",44.4131319100,26.0234459700,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Prelungirea Ghencea, Nr: 24"
16851,"VS","Vaslui","VS33","Şcoala gimnazială „Stefan cel Mare,",46.6428032600,27.7338569300,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Mareşal Constantin Prezan (Bulevardul Primăverii), Nr: 2"
16852,"VS","Vaslui","VS11","Școala gimnazială Constantin Parfene",46.6421141800,27.7289502200,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Mihail Kogălniceanu, Nr: 20"
16853,"VS","Vaslui","VS18","Grădinița cu program prelungit nr.5",46.6422998600,27.7303409200,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Avîntului, Nr: 19"
16854,"VS","Vaslui","VS25","Școala gimnazială Mihail Sadoveanu",46.6541301300,27.7343845600,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Dr. Victor Babeş, Nr: 1"
16855,"VS","Vaslui","VS26","Școala gimnazială Dimitrie Cantemir",46.6475751400,27.7378598200,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Ştefan cel Mare, Nr: 193"
16856,"VS","Vaslui","VS6","Liceul Teoretic Mihail Kogălniceanu",46.6388295000,27.7315629000,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Mihail Kogălniceanu, Nr: 16"
16857,"VL","Dângeşti","VL166","Căminul Cultural Dîngeşti",45.2893043000,24.4230491100,"UAT: BERISLĂVEŞTI, Localitate: DÂNGEŞTI"
16858,"VL","Scăueni","VL169","Şcoala cu clasele I-IV Scăueni",45.2638063900,24.4415246300,"UAT: BERISLĂVEŞTI, Localitate: SCĂUENI"
16859,"VL","Boişoara","VL170","Şcoala cu clasele I-VIII Boişoara",45.4425245100,24.3734186500,"UAT: BOIŞOARA, Localitate: BOIŞOARA"
16860,"TM","Timişoara","TM109","Liceul cu program sportiv Banatul",45.7422867000,21.2453423700,"UAT: MUNICIPIUL TIMIŞOARA, Localitate: TIMIŞOARA, Artera: Aleea F.C. Ripensia (Aleea Sportivilor), Nr: 29"
16861,"VS","Vaslui","VS69","Clubul Prietenia",46.6408700000,27.7276340000,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Nicolae Iorga (Strada Dr. Gheorghe Scarlat), Nr: 63"
16862,"VS","Vaslui","VS70","Clubul Prietenia",46.6408700000,27.7276340000,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Nicolae Iorga (Strada Dr. Gheorghe Scarlat), Nr: 63"
16863,"VS","Vaslui","VS71","Clubul Pensionarilor",46.6384240000,27.7282570000,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Călugăreni, Nr: 4"
16864,"VS","Vaslui","VS72","Clubul Pensionarilor",46.6384240000,27.7282570000,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Călugăreni, Nr: 4"
16865,"VS","Vaslui","VS14","Școala gimnazială Constantin Parfene",46.6421141800,27.7289502200,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Mihail Kogălniceanu, Nr: 20"
16866,"VS","Vaslui","VS42","Sala Sporturilor",46.6339858200,27.7347071500,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Decebal (Strada Abator), Nr: 1"
16867,"TL","Sulina","TL74","Primăria oraşului Sulina",45.1562297500,29.6544373800,"UAT: ORAŞ SULINA, Localitate: SULINA, Artera: Strada I (Strada Strada 1, Strada Strada A 1-A C-dor Eugeniu Botez), Nr: 180"
