id,"cod_jud","denumire_uat","nr_sv","sediu",lat,long,"adresa"
1,"AB","Alba Iulia","AB1","Centrul de zi pentru persoane vârstnice",46.0732440000,23.5879454100,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Libertăţii, Nr: 21"
2,"AB","Alba Iulia","AB2","Şcoala gimnazială „Vasile Goldiş",46.0736873300,23.5831811200,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Călăraşilor, Nr: 2"
3,"AB","Alba Iulia","AB4","Şcoală gimnazială „Avram Iancu",46.0622295200,23.5787374500,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Moldovei, Nr: 2"
4,"AB","Alba Iulia","AB3","Şcoala gimnazială „Vasile Goldiş",46.0736873300,23.5831811200,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Călăraşilor, Nr: 2"
5,"AB","Alba Iulia","AB6","Casa de cultură a studenţilor",46.0700268000,23.5807569000,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Nr: 1"
6,"AB","Alba Iulia","AB5","Şcoală gimnazială „Avram Iancu",46.0622295200,23.5787374500,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Moldovei, Nr: 2"
7,"AB","Alba Iulia","AB7","Colegiul EconomicDionisie Pop Marţian",46.0657964800,23.5776113600,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Octavian Goga (Bulevardul Încoronării, Bulevardul Octavian Goga), Nr: 11"
8,"AB","Alba Iulia","AB8","Colegiul Naţional „Horea Cloşca şi Crişan",46.0668403100,23.5637232500,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul 1 Decembrie 1918, Nr: 11"
9,"AB","Alba Iulia","AB9","Colegiul Naţional „Horea Cloşca şi Crişan",46.0668403100,23.5637232500,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul 1 Decembrie 1918, Nr: 11"
10,"AB","Alba Iulia","AB10","Colegiul Naţional „Horea Cloşca şi Crişan",46.0668403100,23.5637232500,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul 1 Decembrie 1918, Nr: 11"
11,"AB","Alba Iulia","AB11","Colegiul Naţional „Horea Cloşca şi Crişan",46.0668403100,23.5637232500,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul 1 Decembrie 1918, Nr: 11"
12,"AB","Alba Iulia","AB13","Colegiul Tehnic „Apulum",46.0657417900,23.5612421800,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Nr: 2"
13,"AB","Alba Iulia","AB15","Grădiniţa cu program prelungit nr.9",46.0673625500,23.5616885000,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Vasile Goldiş (Strada Narciselor), Nr: 7"
14,"AB","Alba Iulia","AB14","Colegiul Tehnic „Apulum",46.0657417900,23.5612421800,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Nr: 2"
15,"AB","Gârboviţa","AB71","Fosta Şcoală Generală Gîrboviţa",46.2813840000,23.6400660100,"UAT: MUNICIPIUL AIUD, Localitate: GÂRBOVIŢA, Nr: 66"
16,"AB","Blaj","AB75","Piaţa Agroalimentară",46.1749483200,23.9085270200,"UAT: MUNICIPIUL BLAJ, Localitate: BLAJ, Artera: Strada Gării, Nr: FN"
17,"DJ","Craiova","DJ4","LICEUL CU PROGRAM SPORTIV PETRACHE TRIŞCU",44.3126245900,23.8045857100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Tudor Vladimirescu, Nr: 9"
18,"DJ","Craiova","DJ6","LICEUL TEORETIC TRAIAN VUIA",44.3094070400,23.8121926100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Rovinari, Nr: 1A"
19,"DJ","Craiova","DJ7","LICEUL TEORETIC TRAIAN VUIA",44.3094070400,23.8121926100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Rovinari, Nr: 1A"
20,"DJ","Craiova","DJ5","LICEUL CU PROGRAM SPORTIV PETRACHE TRIȘCU",44.3126245900,23.8045857100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Tudor Vladimirescu, Nr: 9"
21,"DJ","Craiova","DJ8","UNIVERSITATEA DIN CRAIOVA",44.3187500000,23.8007357600,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Alexandru Ioan Cuza, Nr: 13"
22,"DJ","Craiova","DJ9","UNIVERSITATEA DIN CRAIOVA",44.3187500000,23.8007357600,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Alexandru Ioan Cuza, Nr: 13"
23,"DJ","Craiova","DJ10","UNIVERSITATEA DIN CRAIOVA",44.3187500000,23.8007357600,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Alexandru Ioan Cuza, Nr: 13"
24,"DJ","Craiova","DJ12","ŞCOALA GIMNAZIALĂ MIRCEA ELIADE",44.3134941700,23.8178078300,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Cloşca, Nr: 1"
25,"DJ","Craiova","DJ13","GRADINIŢA CU PROGRAM PRELUNGIT DUMBRAVA MINUNATA ( FOSTĂ NR.37)",44.3145295100,23.8209887100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Putnei, Nr: 50"
26,"DJ","Craiova","DJ14","GRADINIŢA CU PROGRAM PRELUNGIT DUMBRAVA MINUNATA(FOSTĂ NR.37)",44.3145295100,23.8209887100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Putnei, Nr: 50"
27,"DJ","Craiova","DJ15","ŞCOALA GIMNAZIALĂ MIHAI EMINESCU(FOSTA NR.37",44.3124741500,23.8386841100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Ion Ţuculescu, Nr: 3"
28,"DJ","Craiova","DJ16","ŞCOALA GIMNAZIALĂ MIHAI EMINESCU(FOSTA NR.37)",44.3124741500,23.8386841100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Ion Ţuculescu, Nr: 3"
29,"DJ","Craiova","DJ17","ŞCOALA GIMNAZIALĂ MIHAI EMINESCU(FOSTA NR. 37)",44.3124741500,23.8386841100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Ion Ţuculescu, Nr: 3"
30,"DJ","Craiova","DJ18","GRADINIŢA CU PROGRAM NORMAL PRICHINDEL(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE MIHAI EMINESCU (FOSTA NR.37))",44.3120427700,23.8403339900,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Ion Ţuculescu, Nr: 2"
31,"DJ","Padea","DJ344","SCOALA PRIMARA PADEA",44.0228649500,23.8661909500,"UAT: DRĂNIC, Localitate: PADEA, Artera: Strada Principală, Nr: 72"
32,"CT","Constanţa","CT68","ŞCOALA GIMNAZIALA NR. 18 JEAN BART",44.1548910500,28.6140115900,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Ioan Ursu, Nr: 51A"
33,"CT","Mangalia","CT221","Școala Generală Nr.2",43.8111230800,28.5764536500,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Teofil Sauciuc-Săveanu (Strada 23 August), Nr: 22"
34,"CT","Mangalia","CT223","Sediu s.c. ECO GOLD S.A.",43.8141891900,28.5680327200,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Gheorghe Asachi, Nr: 2"
35,"CT","Mangalia","CT220","Școala Generală Nr.1",43.8190197200,28.5723294900,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Matei Basarab, Nr: 42"
36,"CT","Mangalia","CT224","Grădinița Nr. 4",43.8190197200,28.5723294900,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Matei Basarab, Nr: 44"
37,"CT","Mangalia","CT225","Fundația Pentru Tineret Mangalia",43.8174988500,28.5824603400,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 43"
38,"CT","Mangalia","CT226","Fundatia pentru Tineret",43.8174988500,28.5824603400,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 29B"
39,"CT","Mangalia","CT227","Școala Generală nr.5",43.8157818500,28.5824508600,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 27"
40,"CT","Mangalia","CT211","Casa Municipală de Cultură",43.8112966300,28.5831218800,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 5"
41,"CT","Mangalia","CT212","Grup Școlar Economic",43.8120324100,28.5806329700,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Oituz, Nr: 18-20"
42,"CT","Mangalia","CT222","Școala Generală Nr.2",43.8111230800,28.5764536500,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Teofil Sauciuc-Săveanu (Strada 23 August), Nr: 22"
43,"CT","Mangalia","CT234","Liceul Callatis",43.8242809000,28.5841984800,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Rozelor, Nr: 42"
44,"CT","Mangalia","CT219","Școala Generală Nr.1",43.8190197200,28.5723294900,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Matei Basarab, Nr: 42"
45,"CT","Mangalia","CT213","Liceul Tehnologic Ion Bănescu Mangalia",43.8040502900,28.5754387200,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Negru Vodă, Nr: 19"
46,"DB","Malurile","DB114","ȘCOALA GIMNAZIALĂ MALURI",45.0589457000,25.4738340100,"UAT: ORAŞ PUCIOASA, Localitate: MALURILE, Nr: 69"
47,"DB","Titu","DB129","Liceul Teoretic IANCU .C.Visarion",44.6589713900,25.5716278700,"UAT: ORAŞ TITU, Localitate: TITU, Nr: 49"
48,"BV","Săcele","BV240","Şcoala Gimnazială nr.5 Corpul A",45.6014354700,25.7417715000,"UAT: MUNICIPIUL SĂCELE, Localitate: SĂCELE, Artera: Strada Barajului, Nr: 49"
49,"BV","Săcele","BV241","Şcoala Gimnazială nr.5 Corpul A",45.6014354700,25.7417715000,"UAT: MUNICIPIUL SĂCELE, Localitate: SĂCELE, Artera: Strada Barajului, Nr: 49"
50,"BV","Ghimbav","BV244","ŞCOALA GENERALĂ GHIMBAV CLASELE V-VIII",45.6635912400,25.5083046000,"UAT: ORAŞ GHIMBAV, Localitate: GHIMBAV, Artera: Strada Pieţii, Nr: 70"
51,"BV","Ghimbav","BV245","ŞCOALA GENERALĂ GHIMBAV CLASELE I-IV",45.6643044300,25.5043023800,"UAT: ORAŞ GHIMBAV, Localitate: GHIMBAV, Artera: Strada Şcolii, Nr: 258"
52,"BV","Predeal","BV247","LICEUL TEORETIC MIHAIL SAULESCU",45.4974570100,25.5720047400,"UAT: ORAŞ PREDEAL, Localitate: PREDEAL, Artera: Bulevardul Mihail Săulescu (Bulevardul Gheorghe Gheorghiu Dej)"
53,"BV","Timişu De Jos","BV250","GRADINITA CU PROGRAM NORMAL TIMISUL DE JOS",45.5847847400,25.6240000100,"UAT: ORAŞ PREDEAL, Localitate: TIMIŞU DE JOS, Nr: 16"
54,"BV","Râşnov","BV260","Grup Școlar Industrial Râșnov",45.5934908000,25.4599116000,"UAT: ORAŞ RÂŞNOV, Localitate: RÂŞNOV, Artera: Strada Republicii, Nr: 29"
55,"BV","Râşnov","BV256","Grădiniţa nr.1",45.5902145900,25.4639521400,"UAT: ORAŞ RÂŞNOV, Localitate: RÂŞNOV, Artera: Strada Câmpului (Strada Cîmpului), Nr: 1, Bl: 5"
56,"BV","Râşnov","BV257","Școala Generală nr. 2 Râșnov",45.5920981100,25.4668748300,"UAT: ORAŞ RÂŞNOV, Localitate: RÂŞNOV, Artera: Strada Izvor (Strada Izvorului), Nr: 8"
57,"BV","Râşnov","BV258","Școala Generală nr. 2 Râșnov",45.5920981100,25.4668748300,"UAT: ORAŞ RÂŞNOV, Localitate: RÂŞNOV, Artera: Strada Izvor (Strada Izvorului), Nr: 8"
58,"BV","Râşnov","BV259","Școala Generală nr. 2 Râșnov",45.5920981100,25.4668748300,"UAT: ORAŞ RÂŞNOV, Localitate: RÂŞNOV, Artera: Strada Izvor (Strada Izvorului), Nr: 8"
59,"BV","Râşnov","BV261","Grup Școlar Industrial Râșnov",45.5933315800,25.4600051700,"UAT: ORAŞ RÂŞNOV, Localitate: RÂŞNOV, Artera: Strada Republicii, Nr: 29"
60,"BV","Râşnov","BV262","Grup Școlar Industrial Râșnov",45.5933315800,25.4600051700,"UAT: ORAŞ RÂŞNOV, Localitate: RÂŞNOV, Artera: Strada Republicii, Nr: 29"
61,"BV","Rupea","BV264","Casa Oraseneasca de Cultura",46.0379642000,25.2208787100,"UAT: ORAŞ RUPEA, Localitate: RUPEA, Artera: Strada Republicii, Nr: 124"
62,"BV","Bod","BV297","Școala Gimnazială Bod Sat",45.7636632200,25.6392159900,"UAT: BOD, Localitate: BOD, Artera: Strada Braşovului, Nr: 343"
63,"BV","Bod","BV298","Căminul cultural",45.7646285300,25.6424103200,"UAT: BOD, Localitate: BOD, Artera: Strada T. Vladimirescu, Nr: 263"
64,"BV","Colonia Bod","BV299","Grădiniţa Bod Colonie",45.7550240300,25.5972996900,"UAT: BOD, Localitate: COLONIA BOD, Artera: Strada Fabricii, Nr: 1"
65,"GJ","Târgu Jiu","GJ47","COLEGIUL TEHNIC GENERAL GHEORGHE MAGHERU",45.0533199800,23.2794281000,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Lt. col. Dumitru Petrescu (Cartierul Debarcader), Nr: 18"
66,"GJ","Târgu Jiu","GJ37","LICEUL DE ARTE CONSTANTIN BRĂILOIU",45.0436284200,23.2780815000,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Griviţei, Nr: 34"
67,"GJ","Târgu Jiu","GJ43","ŞCOALA GENERALĂ ECATERINA TEODOROIU",45.0511969900,23.2822077100,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Ecaterina Teodoroiu, Nr: 41"
68,"GJ","Târgu Jiu","GJ5","ŞCOALA GIMNAZIALĂ CONSTANTIN SĂVOIU",45.0374851900,23.2727998800,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Unirii, Nr: 9"
69,"GJ","Târgu Jiu","GJ56","COLEGIUL TEHNIC HENRI COANDĂ",45.0570550900,23.2877606700,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Islaz, Nr: 2"
70,"GJ","Târgu Jiu","GJ52","ŞCOALA GIMNAZIALĂ VOIEVOD LITOVOI",45.0362758800,23.2549339200,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Calea Severinului (Strada Mehedinţi), Nr: 86"
71,"GJ","Târgu Jiu","GJ16","PALATUL COPIILOR",45.0362963800,23.2738431100,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Siretului (Cartierul Unirii-Siret), Nr: 20"
72,"GJ","Târgu Jiu","GJ17","LICEUL TEOLOGIC",45.0310836400,23.2783136600,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Alexandru Ioan Cuza, Nr: 23"
73,"GJ","Târgu Jiu","GJ18","LICEUL TEOLOGIC",45.0310836400,23.2783136600,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Alexandru Ioan Cuza, Nr: 23"
74,"GJ","Târgu Jiu","GJ23","ŞCOALA GIMNAZIALĂ POMPILIU MARCEA",45.0261659500,23.2744017700,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Mioriţei, Nr: 4"
75,"GJ","Târgu Jiu","GJ14","COLEGIUL NAŢIONAL SPIRU HARET",45.0278452400,23.2785033300,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada 1 Decembrie 1918, Nr: 106"
76,"GJ","Târgu Jiu","GJ25","ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCUŞI",45.0238009000,23.2765329100,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Liviu Rebreanu, Nr: 1"
77,"GJ","Târgu Jiu","GJ15","COLEGIUL NAŢIONAL SPIRU HARET",45.0278452400,23.2785033300,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada 1 Decembrie 1918, Nr: 106"
78,"GJ","Târgu Jiu","GJ24","ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCUŞI",45.0238009000,23.2765329100,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Liviu Rebreanu, Nr: 1"
79,"GJ","Tismana","GJ102","GRADINITA CU PROGRAM NORMAL TISMANA",45.0500756000,22.9465923300,"UAT: ORAŞ TISMANA, Localitate: TISMANA, Nr: 518"
80,"GJ","Celei","GJ104","SCOALA GENERALA CELEI",45.0083734600,22.9250682100,"UAT: ORAŞ TISMANA, Localitate: CELEI, Nr: 215"
81,"CS","Slatina-Nera","CS316","Grădinița cu Program Normal Slatina-Nera",44.9152164900,21.6863744100,"UAT: SASCA MONTANĂ, Localitate: SLATINA-NERA"
82,"CS","Sicheviţa","CS320","CAMIN CULTURAL SICHEVITA",44.6958544700,21.8434973600,"UAT: SICHEVIŢA, Localitate: SICHEVIŢA, Nr: 395"
83,"CS","Gornea","CS319","Grădiniţa cu Program Normal Gornea",44.6810831000,21.8549989900,"UAT: SICHEVIŢA, Localitate: GORNEA, Nr: 79"
84,"CS","Liborajdea","CS321","CENTRU DE INFORMARE TURISTICA COMUNA SICHEVITA",44.6658386400,21.7767756000,"UAT: SICHEVIŢA, Localitate: LIBORAJDEA"
85,"CS","Slatina-Timiş","CS322","Scoala Primara SLATINA -TIMIS",45.2596759200,22.2827840000,"UAT: SLATINA-TIMIŞ, Localitate: SLATINA-TIMIŞ, Nr: 264 A"
86,"CS","Ilova","CS323","SCOALA PRIMARA ILOVA",45.2772792800,22.3404073500,"UAT: SLATINA-TIMIŞ, Localitate: ILOVA"
87,"CS","Sadova Nouă","CS324","SCOALA PRIMARA SADOVA-NOUA",45.2570131700,22.3434639400,"UAT: SLATINA-TIMIŞ, Localitate: SADOVA NOUĂ"
88,"CS","Sadova Veche","CS325","GRADINITA CU PROGRAM NORMAL SADOVA-VECHE",45.2470909000,22.2982190100,"UAT: SLATINA-TIMIŞ, Localitate: SADOVA VECHE"
89,"CS","Socol","CS326","Şcoala Gimnazială Sf. Sava - SOCOL",44.8601998000,21.3707183300,"UAT: SOCOL, Localitate: SOCOL, Nr: 80"
90,"CS","Baziaş","CS327","Căminul Cultural - BAZIAȘ",44.8158226400,21.3897540800,"UAT: SOCOL, Localitate: BAZIAŞ, Nr: 43"
91,"CS","Câmpia","CS328","Şcoala Primară CÎMPIA",44.8621239000,21.4119153100,"UAT: SOCOL, Localitate: CÂMPIA, Nr: 121"
92,"CS","Zlatiţa","CS329","Şcoala Gimnazială- ZLATITA",44.8646925200,21.4689872400,"UAT: SOCOL, Localitate: ZLATIŢA, Nr: 212"
93,"CS","ŞOpotu Nou","CS330","Centrul local de informare turistică",44.8160020000,21.8617360000,"UAT: ŞOPOTU NOU, Localitate: ŞOPOTU NOU, Nr: 123"
94,"CS","Ravensca","CS331","Căminul Cultural-RAVENSCA",44.7740759300,21.9143769500,"UAT: ŞOPOTU NOU, Localitate: RAVENSCA, Nr: 38"
95,"CS","Răchita","CS332","Şcoala Primara - RACHITA",44.7602492300,21.8736272400,"UAT: ŞOPOTU NOU, Localitate: RĂCHITA, Nr: 3"
96,"CS","Stăncilova","CS333","CAMININUL CULTURAL-STANCILOVA DE JOS",44.8164216000,21.8125199100,"UAT: ŞOPOTU NOU, Localitate: STĂNCILOVA, Nr: 39"
97,"CS","Stăncilova","CS334","CAMINNUL CULTURAL STANCILOVA DE SUS",44.8256063500,21.8177169800,"UAT: ŞOPOTU NOU, Localitate: STĂNCILOVA, Nr: 94"
98,"CS","Valea Roşie","CS335","Căminul Cultural-VALEA ROSIE",44.7961769000,21.8264041100,"UAT: ŞOPOTU NOU, Localitate: VALEA ROŞIE, Nr: 9"
99,"CS","Târnova","CS336","Şcoala Gimnazială TÎRNOVA",45.3390743500,22.0023354400,"UAT: TÂRNOVA, Localitate: TÂRNOVA, Nr: 1"
100,"BH","Lugaşu De Jos","BH438","CĂMINUL CULTURAL LUGAȘU DE JOS",47.0633894100,22.3450633600,"UAT: LUGAŞU DE JOS, Localitate: LUGAŞU DE JOS, Nr: 182"
101,"BH","Lugaşu De Sus","BH439","CĂMINUL CULTURAL LUGAȘU DE SUS",47.0782662600,22.3570203500,"UAT: LUGAŞU DE JOS, Localitate: LUGAŞU DE SUS, Nr: 125"
102,"BH","Lunca","BH441","CĂMINUL CULTURAL LUNCA",46.5204245000,22.4637593100,"UAT: LUNCA, Localitate: LUNCA, Nr: 2"
103,"BH","Briheni","BH442","CĂMINUL CULTURAL BRIHENI",46.4997270600,22.4026461200,"UAT: LUNCA, Localitate: BRIHENI, Nr: 37"
104,"BH","Hotărel","BH443","CĂMINUL CULTURAL HOTĂREL",46.5328068500,22.4386889800,"UAT: LUNCA, Localitate: HOTĂREL, Nr: 33"
105,"BH","Sârbeşti","BH445","CAMINUL CULTURAL SIRBESTI",46.5015961200,22.4847140800,"UAT: LUNCA, Localitate: SÂRBEŞTI, Nr: 81"
106,"BH","Seghişte","BH444","CĂMINUL CULTURAL SEGHIŞTE",46.5387589700,22.4878541700,"UAT: LUNCA, Localitate: SEGHIŞTE, Nr: 69"
107,"BH","ŞUştiu","BH446","CĂMINUL CULTURAL ŞUŞTIU",46.4999407700,22.4561764000,"UAT: LUNCA, Localitate: ŞUŞTIU, Nr: 42"
108,"BH","Mădăras","BH448","ȘCOALA CU CLASELE I.-VIII",46.8281893000,21.6776066300,"UAT: MĂDĂRAS, Localitate: MĂDĂRAS, Nr: 223"
109,"BH","Homorog","BH449","FOSTA ȘCOALĂ CU CLASELE I.-IV",46.8346778500,21.7468596800,"UAT: MĂDĂRAS, Localitate: HOMOROG, Nr: 50"
110,"BH","Ianoşda","BH450","ŞCOALA CU CLASELE I-VIII",46.8392392600,21.8024172800,"UAT: MĂDĂRAS, Localitate: IANOŞDA, Nr: 72/A"
111,"BH","Marţihaz","BH447","CĂMINUL CULTURAL",46.8741580600,21.6470500700,"UAT: MĂDĂRAS, Localitate: MARŢIHAZ, Nr: 1"
112,"BH","Măgeşti","BH451","PRIMĂRIA MĂGEŞTI",47.0119165000,22.4457496000,"UAT: MĂGEŞTI, Localitate: MĂGEŞTI, Nr: 9"
113,"BH","Butani","BH452","ŞCOALA GENERALĂ",47.0139447200,22.4378347400,"UAT: MĂGEŞTI, Localitate: BUTANI, Nr: 28"
114,"BH","Cacuciu Nou","BH454","ŞCOALA GENERALĂ",47.0276222700,22.4740282500,"UAT: MĂGEŞTI, Localitate: CACUCIU NOU, Nr: 55"
115,"BH","Dobricioneşti","BH457","CĂMIN CULTURAL",46.9945601000,22.4764184100,"UAT: MĂGEŞTI, Localitate: DOBRICIONEŞTI, Nr: 98/A"
116,"BH","Gălăşeni","BH456","ŞCOALA GENERALĂ",46.9876769700,22.4320552500,"UAT: MĂGEŞTI, Localitate: GĂLĂŞENI, Nr: 23"
117,"BH","Josani","BH455","ŞCOALA GENERALĂ",47.0005437600,22.4600441800,"UAT: MĂGEŞTI, Localitate: JOSANI, Nr: 52"
118,"BH","Ortiteag","BH453","ŞCOALA GENERALĂ",47.0320380700,22.4420427800,"UAT: MĂGEŞTI, Localitate: ORTITEAG, Nr: 157"
119,"BH","Nojorid","BH459","ȘCOALA GIMNAZIALĂ NR.1",46.9938752000,21.8822325000,"UAT: NOJORID, Localitate: NOJORID, Nr: 185"
120,"BH","Chişcău","BH482","ȘCOALA GIMAZIALĂ NR.2 CHIȘCĂU",46.5590854500,22.5529486700,"UAT: PIETROASA, Localitate: CHIŞCĂU, Nr: 66/A"
121,"BH","Cociuba Mică","BH481","ȘCOALA PRIMARĂ NR.2 COCIUBA MICĂ",46.5976304300,22.5344365500,"UAT: PIETROASA, Localitate: COCIUBA MICĂ, Nr: 67/A"
122,"AG","Dobreşti","AG334","Cămin Cultural Dobreşti",44.9653040500,25.1284131100,"UAT: DOBREŞTI, Localitate: DOBREŞTI"
123,"AG","Fureşti","AG335","Şcoala Gen. I-IV Fureşti",44.9327421900,25.1069174300,"UAT: DOBREŞTI, Localitate: FUREŞTI"
124,"AG","Domneşti","AG336","Caminul Cultural Petre Ionescu Muscel",45.2067483300,24.8408134700,"UAT: DOMNEŞTI, Localitate: DOMNEŞTI, Nr: 3"
125,"AG","Domneşti","AG337","Caminul Cultural Petre Ionescu Muscel -",45.2067483300,24.8408134700,"UAT: DOMNEŞTI, Localitate: DOMNEŞTI, Nr: 3"
126,"AG","Dragoslavele","AG338","Şcoala Gimnazială Iosif Catrinescu cls. V-VIII",45.3493663000,25.1629050900,"UAT: DRAGOSLAVELE, Localitate: DRAGOSLAVELE"
127,"AG","Dragoslavele","AG339","ŞcoalaPrimară Dragoslavele",45.3436491600,25.1643840100,"UAT: DRAGOSLAVELE, Localitate: DRAGOSLAVELE"
128,"AG","Valea Hotarului","AG340","Şcoala Valea Hotarului",45.3204991900,25.1693477500,"UAT: DRAGOSLAVELE, Localitate: VALEA HOTARULUI"
129,"AG","Drăganu-Olteni","AG341","Cămin Cultural Drăganu",44.9395851200,24.7043688900,"UAT: DRĂGANU, Localitate: DRĂGANU-OLTENI"
130,"AG","Godeni","AG342","ȘCOALA GODENI, nr.26",45.2270086700,24.9837429900,"UAT: GODENI, Localitate: GODENI, Nr: 26"
131,"AG","Coteşti","AG343","ŞCOALA GIMNAZIALĂ COTEȘTI-GODENI, nr.198",45.1900399100,24.9717059200,"UAT: GODENI, Localitate: COTEŞTI, Nr: 198"
132,"AG","Hârseşti","AG344","Căminul Cultural Hârseşti",44.5215558600,24.7822000800,"UAT: HÂRSEȘTI, Localitate: HÂRSEŞTI"
133,"AG","Martalogi","AG345","Şcoala Martalogi",44.5049583000,24.7881483100,"UAT: HÂRSEȘTI, Localitate: MARTALOGI"
134,"AG","Hârtieşti","AG346","Cămin Cultural Hîrtieşti",45.1227483900,25.1022820800,"UAT: HÂRTIEŞTI, Localitate: HÂRTIEŞTI"
135,"AG","Dealu","AG347","Primăria Veche Hîrtieşti",45.1205171300,25.1012747900,"UAT: HÂRTIEŞTI, Localitate: DEALU"
136,"AG","Lespezi","AG349","Centrul de zi Lespezi",45.1384892200,25.1188936500,"UAT: HÂRTIEŞTI, Localitate: LESPEZI"
